	Charlotte_NC	Chicago_IL	Indianapolis_IN	Baltimore_MD	Miami_FL	Washington_DC	New_York_NY	Atlanta_GA	Houston_TX	Los_Angeles_CA	Seattle_WA	New_Orleans_LA	Cleveland_OH	Denver_CO	Philadelphia_PA	Nashville_TN	Boston_MA	Las_Vegas_NV	San_Francisco_CA	Detroit_MI
2020-01-01	0.2631512246431243	0.2262948106204498	0.2599044662309362	0.2189666713522623	0.2411469398233698	0.2663060501750237	0.2694419262230635	0.2348627218179516	0.2231097646968672	0.2647288040604859	0.2849707787599145	0.2039786312014327	0.2241628527185136	0.2443218938712562	0.2476766703697784	0.2617437539632209	0.2783421787025644	0.2677610827545739	0.2837741523878919	0.1839162580040601
2020-01-02	0.2054191939163493	0.1639115126050406	0.1984165313345823	0.1430244175452289	0.1386365269461075	0.1933617736121088	0.1857874376132195	0.1621050710020929	0.1501415912752468	0.1868593727646741	0.2157533256384345	0.1647786340014841	0.1773379930288014	0.1798985227912208	0.1755242153800373	0.195671921443736	0.1858944533090183	0.1817561630602777	0.2204757742854513	0.133649588445411
2020-01-03	0.1098561137661735	0.0678808771203948	0.1070786370001554	0.0951755833161255	0.070272129127649	0.0525597139773342	0.0838446191761505	0.0986588148842983	0.0863083423308956	0.1103611515540517	0.1191453366275475	0.1061549483842005	0.1009026995979325	0.1033151051051053	0.0874556682297764	0.1237689919227948	0.0969539574201629	0.1136566694097403	0.1239490939168356	0.0670761412575366
2020-01-04	0.1411711602369596	0.123635794036056	0.1630682352941177	0.1329003736150475	0.1086183692893395	0.1171962011407039	0.1271532218916356	0.138400110841985	0.1128288436536493	0.1485301656342051	0.1564011920980917	0.1148428330285548	0.1328325577326801	0.1257623150451743	0.1126477674224503	0.1611822716504333	0.1358459388308172	0.1386885549536954	0.1555247425549678	0.1121078687994831
2020-01-05	0.143767643236857	0.1137746076371674	0.1447713424840978	0.103958883043302	0.1060871216999352	0.0923607548201828	0.1276837019312911	0.131991813804169	0.1223282842084669	0.1377172941530496	0.1442659967659956	0.0744853253934493	0.1207644655847788	0.1374805200577847	0.0961131780791458	0.1606680722891565	0.12329275770925	0.1317048872773128	0.1528115215040349	0.0955202049985955
2020-01-06	0.1636584441489363	0.1397058403259145	0.1526243081262116	0.1327131006248645	0.1277643500281373	0.1527112773525049	0.1711457106312128	0.1519112371808803	0.1323788860998895	0.1755703087353687	0.1845027941260484	0.1176441464672508	0.1494684394348303	0.1671883074407198	0.1420466266016539	0.1954485046153843	0.1787869385070676	0.1498773978795097	0.203148696584721	0.1374990431285532
2020-01-07	0.1675547887662015	0.1381851993842754	0.175303488372093	0.1333533805946461	0.1211354240118752	0.1394964714468135	0.157173920285905	0.1491138698010808	0.1365765644433345	0.1670052581552797	0.1773553927348241	0.1238447569356065	0.1506320580287297	0.1724969470752083	0.1509143097433316	0.1997496256191677	0.1566734805550112	0.1611600431070212	0.1916949875238502	0.125973589636439
2020-01-08	0.1349640115606935	0.1060126370171899	0.1434946048873373	0.1270615703765164	0.0997542115486491	0.1036135363790163	0.1320167613719125	0.1336121627274584	0.1192835473901074	0.1370991405204	0.1474577534477296	0.1197982577940778	0.1220413839687783	0.1354036249493719	0.1342610586124388	0.170000710006656	0.143009030986262	0.1403244996873043	0.1636810322299651	0.108760901276374
2020-01-09	0.1646243373493968	0.132570893656767	0.163751323251418	0.1450718989199951	0.1180612724414653	0.1495569015746548	0.1615684904188007	0.1563471720618939	0.1335833677246031	0.1631145713104383	0.1767812354188742	0.1426684745762708	0.1385212572254332	0.1796987980520152	0.1385723073311009	0.1713818264944561	0.1531082357961447	0.1578225744105135	0.186188966146929	0.1159852641095174
2020-01-10	0.171146242843511	0.1324455034928348	0.1603694301407478	0.1583503442431944	0.1217159669648999	0.1610879075586947	0.1676897664980796	0.1563599837332238	0.129981243397249	0.1662683638423754	0.1848372281018954	0.1342846558946728	0.1525942476622269	0.1677026515151512	0.155758385093166	0.1789415631353053	0.1718782231655518	0.1602854512797486	0.1970885139092221	0.1262944214341185
2020-01-11	0.1647707435719244	0.1404850271046921	0.1592488272524191	0.1531383833248597	0.116873787349631	0.1637776270500068	0.1658728635682142	0.1495762121902978	0.1359139675537159	0.1709923322553001	0.2010712789590567	0.1426431468626641	0.1643309759547383	0.1585955027469007	0.159401952117862	0.1493171452805039	0.1760433280290961	0.1656717429800156	0.2007425882154292	0.1406029148629161
2020-01-12	0.1607513841035989	0.1389390043331087	0.1763769787807338	0.0799383037566254	0.1181609873893207	0.1619401976592952	0.1683034326682833	0.1398458056403754	0.1229526925235523	0.1699239541832774	0.1909865557129346	0.1577599009302871	0.1655225480283107	0.1576958097928435	0.1438165139416141	0.1939095599112419	0.1644022334393567	0.1476292313915852	0.1823800562755783	0.1250603891492685
2020-01-13	0.1708629698591874	0.1451631071256839	0.1798196579689695	0.1332951229766654	0.1455104827089329	0.1681844143759916	0.1664984859259287	0.1590825413330549	0.121980985446586	0.1782314543034838	0.1882253807809444	0.1537830518624977	0.1656180259305729	0.1877655047121605	0.1555482576884898	0.1995408667340292	0.1650599924561508	0.1732559226050013	0.2061185024752456	0.1251115719672334
2020-01-14	0.1637431223874784	0.1462010156333114	0.1735058553737964	0.1413480071209568	0.1371432054027337	0.1702261153352089	0.1751259333862948	0.1618999908413748	0.1327395678553709	0.1795074288387287	0.1881222848385962	0.1649372033981047	0.1595570548209009	0.1673074048235992	0.1492549356699189	0.1953281973023523	0.1650352941176452	0.1633004425453992	0.199133414787403	0.1270885058912008
